nom;prix_intervalle;rating;nb_notes;adresse;ville;main_category;commune;code_postal;arrondissement;zone_paris;INSEE_FROM_CP;INSEE_COM;NOM;POP;Population_3_20;C20_FAM;C20_FAMMONO;QL3_20;QLFMONO;RDISP_MED;tx_BAC;tx_O;tx_Chom;FDep;APL;
Les Antiquaires;15.0;5.0;11140;13 Rue du Bac;Paris, Ile-de-France, France;restaurant francais;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
Loulou;53.5;5.0;7022;107 Rue de Rivoli;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Joayo13 - Restaurant Coreen Karaoke;25.0;5.0;3646;44 Avenue De Choisy;Paris, Ile-de-France, France;restaurant;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Bistro LOlivier;30.0;4.9;5968;88 Rue Ordener;Paris, Ile-de-France, France;restaurant;Paris;75018;18.0;peripherie;75118;75118;Paris 18e Arrondissement;191135.0;30805.0161302009;43425.8288875106;9783.97545467691;0.703127291700882;1.15771103039105;23930;0.715037004573533;0.059916595322748;0.092040756232497;0.490370335625503;4.506;
Candelaria;25.0;4.9;6614;52 Rue de Saintonge;Paris, Ile-de-France, France;pub et bar;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
MALA MALA;15.0;4.9;2794;324 Rue Saint-Martin;Paris, Ile-de-France, France;restaurant chinois;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
La Taverne de Zhaosaint germain des pres;15.0;4.9;3032;82 Rue Mazarine;Paris, Ile-de-France, France;restaurant chinois;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Restaurant Super Huit Paris 8;55.0;4.9;452;95 Rue de Miromesnil;Paris, Ile-de-France, France;restaurant francais;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Trattoria en Seine;49.0;4.9;4449;2 Rue du Ranelagh;Paris, Ile-de-France, France;restaurant;Paris;75016;16.0;peripherie;75116;75116;Paris 16e Arrondissement;162820.0;32366.3837401309;40763.4493727417;6492.4010657931;0.867239727109331;0.818403253535766;40140;0.824474795160243;0.025874171304588;0.069093386917932;3.84720191018132;3.657;
Tekes;70.0;4.9;1387;4 bis Rue Saint-Sauveur;Paris, Ile-de-France, France;restaurant israeliens;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
McDonalds;15.0;4.9;3848;9 Bd de la Madeleine;Paris, Ile-de-France, France;fast food;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Burger King;15.0;4.9;22532;79-81 Quai De La Gare;Paris, Ile-de-France, France;fast food;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
ANDIA;32.5;4.9;13185;19 Chau. de la Muette;Paris, Ile-de-France, France;restaurant francais;Paris;75016;16.0;peripherie;75116;75116;Paris 16e Arrondissement;162820.0;32366.3837401309;40763.4493727417;6492.4010657931;0.867239727109331;0.818403253535766;40140;0.824474795160243;0.025874171304588;0.069093386917932;3.84720191018132;3.657;
Le Petit Bouillon Pharamond;25.0;4.9;9003;24 Rue de la Grande Truanderie;Paris, Ile-de-France, France;restaurant francais;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Milagro;140.5;4.9;986;85 Av. Bosquet;Paris, Ile-de-France, France;restaurant;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
Azur Cafe Champs-Elysees - Brunch Coffee Shop Lunch;25.0;4.9;9680;63 Rue de Ponthieu;Paris, Ile-de-France, France;cafe;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Latelier Entrecote Volaille;35.0;4.9;4064;21 Bd Beaumarchais;Paris, Ile-de-France, France;restaurant francais;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Chez Janou;30.0;4.9;10888;2 Rue Roger Verlomme;Paris, Ile-de-France, France;restaurant;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
Origines Paris;100.0;4.9;1366;6 Rue De Ponthieu;Paris, Ile-de-France, France;restaurant;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Cafe Oz Rooftop - The Australian Bar;20.0;4.9;11909;Cite de la Mode et du Design, 34 Quai dAusterlitz;Paris, Ile-de-France, France;cafe georgien;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Melagodo;25.0;4.9;4646;10 Rue Nelaton;Paris, Ile-de-France, France;restaurant;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
MELT;25.0;4.9;8880;74 Rue de la Folie Mericourt;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Allard;100.0;4.9;3155;41 Rue Saint-Andre des Arts;Paris, Ile-de-France, France;restaurant francais;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
La Taverne De ZHAOBastille;15.0;4.9;1595;67 Rue de la Roquette;Paris, Ile-de-France, France;restaurant chinois;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Pizzeria Maria;15.0;4.9;2308;21 Rue de Picardie;Paris, Ile-de-France, France;pizzeria;Paris;75003;3.0;centre;75103;75103;Paris 3e Arrondissement;33402.0;4727.55499053531;7816.18302332249;1418.54178817573;0.617471409097184;0.932567652401368;33180;0.836094404907947;0.02735407706541;0.080415680775181;2.7962955716641;5.736;
Cafe Odessa - Brasserie parisienne tendance;15.0;4.9;4883;28 Rue dOdessa;Paris, Ile-de-France, France;cafe;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
La Patisserie du Meurice par Cedric Grolet;15.0;4.9;3882;6 Rue de Castiglione;Paris, Ile-de-France, France;desserts;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Le Pantruche;22.5;4.9;2088;3 Rue Victor Masse;Paris, Ile-de-France, France;restaurant francais;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Le Drugstore;41.0;4.9;6830;133 Av. des Champs-Elysees;Paris, Ile-de-France, France;restaurant francais;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Mina Mahal;25.0;4.9;1787;25 Rue Cambronne;Paris, Ile-de-France, France;restaurant;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Chez Zhong;15.0;4.9;4683;69 Av. Kleber;Paris, Ile-de-France, France;restaurant;Paris;75116;16.0;peripherie;75116;75116;Paris 16e Arrondissement;162820.0;32366.3837401309;40763.4493727417;6492.4010657931;0.867239727109331;0.818403253535766;40140;0.824474795160243;0.025874171304588;0.069093386917932;3.84720191018132;3.657;
Pocha;25.0;4.9;1954;82 Bd du Montparnasse;Paris, Ile-de-France, France;restaurant coreens;Paris;75014;14.0;intermediaire;75114;75114;Paris 14e Arrondissement;133967.0;22244.8424291788;30318.9850075247;6009.22091911199;0.724409667253306;1.01844233884749;28730;0.782915953622741;0.030631479354502;0.07956018221338;1.94411586474717;4.301;
Ose African Cuisine Voltaire;15.0;4.9;1650;4 Ave Parmentier;Paris, Ile-de-France, France;fast food;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Sharma Ji;20.5;4.9;880;16 Rue Fremicourt;Paris, Ile-de-France, France;restaurant indiens;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Le Morello Restaurant italien Paris;30.0;4.9;3147;20 Rue Clapeyron;Paris, Ile-de-France, France;restaurant;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Nach Paris17;15.0;4.9;2021;74 Av. de Clichy;Paris, Ile-de-France, France;fast food;Paris;75017;17.0;peripherie;75117;75117;Paris 17e Arrondissement;166336.0;29098.9451366555;39612.093970877;7180.83231865524;0.763209430182993;0.931493692158404;32290;0.788740297106962;0.037959664106942;0.083282988555933;2.29737361025854;4.876;
LAmbroisie;100.0;4.9;1571;9 Pl. des Vosges;Paris, Ile-de-France, France;restaurant francais;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Pho Tai;15.0;4.9;3388;13 Rue Philibert Lucot;Paris, Ile-de-France, France;restaurant vietnamiens;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Vapiano Paris Champs Elysees Pasta Pizza Bar;15.0;4.9;12635;36 Rue Marbeuf;Paris, Ile-de-France, France;pizzeria;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Le Dulcinea;25.0;4.9;5766;41 Rue Pierre Fontaine;Paris, Ile-de-France, France;pizzeria;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
GrandCur;79.0;4.9;3076;41 Rue du Temple;Paris, Ile-de-France, France;restaurant francais;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Eataly;30.0;4.9;24790;37 Rue Sainte-croix De La Bretonnerie;Paris, Ile-de-France, France;pizzeria;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
MELT Cambronne;25.0;4.9;4805;103 Rue Cambronne;Paris, Ile-de-France, France;restaurant;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
CHARLY SAINT-HONORE;25.0;4.9;3096;36 Place du Marche Saint Honore;Paris, Ile-de-France, France;restaurant americains;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Le Raidd Bar;15.0;4.9;1449;23 Rue du Temple;Paris, Ile-de-France, France;pub et bar;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Eunoe;38.5;4.9;1013;6 Rue Rochebrune;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Bistrot Paul Bert;52.5;4.9;3674;18 Rue Paul Bert;Paris, Ile-de-France, France;restaurant francais;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Le Camondo;42.5;4.9;2471;61bis Rue de Monceau;Paris, Ile-de-France, France;restaurant francais;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Langosteria;100.0;4.9;1155;Cheval Blanc Paris, 8 Quai du Louvre;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Le Cafe du Commerce;30.0;4.9;9165;51 Rue du Commerce;Paris, Ile-de-France, France;cafe;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
LOsteria Paris Chatelet;25.0;4.9;2389;27 Rue Aubry Le Boucher;Paris, Ile-de-France, France;restaurant italiens;Paris;75004;4.0;centre;75104;75104;Paris 4e Arrondissement;29064.0;4472.10595374178;6827.15925744134;1166.64748507198;0.671288852264113;0.878076893367938;31790;0.830494513501966;0.024655313830149;0.08930582417867;2.46645807601084;6.261;
Nous4 Cuisine Bistronomique;34.0;4.9;1158;3 Rue Beccaria;Paris, Ile-de-France, France;restaurant francais;Paris;75012;12.0;intermediaire;75112;75112;Paris 12e Arrondissement;140311.0;23290.1806582801;33253.9188177107;6535.30052445586;0.724158900822797;1.00984719740025;29250;0.757852723654768;0.038086111867207;0.078425923577196;1.8346477947609;4.146;
Isshin Ramen specialites de ramen de Kyushu;15.0;4.9;1457;84 Rue Baudricourt;Paris, Ile-de-France, France;restaurant;Paris;75013;13.0;intermediaire;75113;75113;Paris 13e Arrondissement;177833.0;31293.0765255113;42124.7879193933;9585.27451431624;0.76769487760366;1.16922949207519;25100;0.711342220513138;0.047742325263558;0.094182696802569;0.709941501291032;4.338;
Kokodak Paris 6 - Restaurant Coreen;25.0;4.9;1586;22 Rue des Canettes;Paris, Ile-de-France, France;restaurant;Paris;75006;6.0;centre;75106;75106;Paris 6e Arrondissement;39625.0;7425.56482872606;8786.3660336547;1359.35037479947;0.817547423979192;0.794977895159843;39600;0.867610097376763;0.018056818823904;0.062648602215602;4.17277949236363;5.751;
Delhi Bazaar;25.0;4.9;5451;71 Rue Servan;Paris, Ile-de-France, France;restaurant indiens;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Bistro Mon Reve;25.0;4.9;1317;68 Av. Felix Faure;Paris, Ile-de-France, France;restaurant;Paris;75015;15.0;intermediaire;75115;75115;Paris 15e Arrondissement;229472.0;39337.4060818076;53757.288724588;9507.41786511248;0.74787454884094;0.908778740654541;32120;0.805395319867429;0.030544020423073;0.074763457990758;2.57368316242971;4.331;
Geosmine;100.0;4.9;916;71 Rue de la Folie Mericourt;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
A Table;35.0;4.9;389;28 Rue du General Bertrand;Paris, Ile-de-France, France;restaurant francais;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
Le Cyrano;30.0;4.9;1109;3 Rue Biot;Paris, Ile-de-France, France;pub et bar;Paris;75017;17.0;peripherie;75117;75117;Paris 17e Arrondissement;166336.0;29098.9451366555;39612.093970877;7180.83231865524;0.763209430182993;0.931493692158404;32290;0.788740297106962;0.037959664106942;0.083282988555933;2.29737361025854;4.876;
Dalmata;25.0;4.9;10748;21 Rue de Charonne;Paris, Ile-de-France, France;pizzeria;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Le Chardenoux Cyril Lignac;53.5;4.9;3937;1 Rue Jules Valles;Paris, Ile-de-France, France;restaurant francais;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
LEvade;34.0;4.9;923;23 Rue Clauzel;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Le Petit Cambodge;25.0;4.9;2605;24 Avenue Claude Vellefaux;Paris, Ile-de-France, France;restaurant;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
Le Caribeen Paris 10;15.0;4.9;1390;99 Rue du Faubourg Saint-Denis;Paris, Ile-de-France, France;fast food;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
Kome Kome;15.0;4.9;2145;43 Rue de Caumartin;Paris, Ile-de-France, France;restaurant;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
LE PARISIEN;20.0;4.9;2564;72 Bd de Magenta;Paris, Ile-de-France, France;cafe georgien;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
LAtelier Entrecote Volaille;35.0;4.9;6181;128 Rue Reaumur;Paris, Ile-de-France, France;restaurant francais;Paris;75002;2.0;centre;75102;75102;Paris 2e Arrondissement;21130.0;3000.31881558287;4924.89480734583;659.024051475884;0.619470520834343;0.687602171366908;32380;0.840393667932997;0.036713077447815;0.081152251209948;2.60730658520125;6.091;
Restaurant Mache;100.0;4.9;1016;61 Rue de Chabrol;Paris, Ile-de-France, France;restaurant francais;Paris;75010;10.0;intermediaire;75110;75110;Paris 10e Arrondissement;83459.0;13494.021452243;19584.0122896016;3264.72212696351;0.705376448586344;0.856598842358534;28060;0.774063111880029;0.044224639427051;0.095936388703015;1.40254851180917;5.934;
Gran Caffe Convivium;32.0;4.9;9565;28 Rue Marbeuf;Paris, Ile-de-France, France;restaurant italiens;Paris;75008;8.0;centre;75108;75108;Paris 8e Arrondissement;35631.0;7081.67320716381;8845.45397479675;1289.69041278396;0.867082869656758;0.749200878157974;42680;0.83621824477181;0.030587773598227;0.063637978583227;4.27771457621156;5.256;
Amalia Restaurant;100.0;4.9;338;32 Rue de la Fontaine au Roi;Paris, Ile-de-France, France;restaurant;Paris;75011;11.0;intermediaire;75111;75111;Paris 11e Arrondissement;144292.0;20400.7246421751;33053.4147599171;5981.67164727312;0.616816633299328;0.929906256574518;29100;0.784700328660087;0.035876115755649;0.08903590112955;1.78857188186815;5.078;
Le Malakoff;25.0;4.9;4186;6 Pl. du Trocadero et du 11 Novembre;Paris, Ile-de-France, France;restaurant francais;Paris;75116;16.0;peripherie;75116;75116;Paris 16e Arrondissement;162820.0;32366.3837401309;40763.4493727417;6492.4010657931;0.867239727109331;0.818403253535766;40140;0.824474795160243;0.025874171304588;0.069093386917932;3.84720191018132;3.657;
Folies Pigalle;15.0;4.9;2033;11 Pl. Pigalle;Paris, Ile-de-France, France;club;Paris;75009;9.0;centre;75109;75109;Paris 9e Arrondissement;60168.0;9785.83369966075;14608.6262698335;2112.99452561135;0.709553245832839;0.743227767047381;35630;0.85008578734145;0.030019388169036;0.076818168211707;3.21525560165214;5.741;
Le Royal;25.0;4.9;3049;1 Place Andre Malraux;Paris, Ile-de-France, France;restaurant;Paris;75001;1.0;centre;75101;75101;Paris 1er Arrondissement;16030.0;2253.85676832728;3625.24399870642;646.448751278679;0.61340247876124;0.916283343788528;33960;0.812463042504407;0.030768029448353;0.07851608460805;2.78080078176679;6.207;
Akabeko;100.0;4.9;873;40 Rue de lUniversite;Paris, Ile-de-France, France;restaurant;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
Julia;15.0;4.9;2559;83 Rue Mouffetard;Paris, Ile-de-France, France;fast food;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
Union Square;15.0;4.9;9342;17 Rue Saint-Severin;Paris, Ile-de-France, France;restaurant;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
Le Bistrot des Fables;60.0;4.9;491;139 Rue Saint-Dominique;Paris, Ile-de-France, France;restaurant francais;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
LEscudella;34.0;4.9;1387;41 Av. de Segur;Paris, Ile-de-France, France;restaurant francais;Paris;75007;7.0;centre;75107;75107;Paris 7e Arrondissement;48520.0;8118.98517883259;11547.3973563606;1512.59421664728;0.730018207474047;0.673087086427869;44110;0.855623356214713;0.022072883224414;0.061382880841802;4.68011779355016;5.554;
La Petite Bouclerie;15.0;4.9;4269;33 Rue de la Harpe;Paris, Ile-de-France, France;desserts;Paris;75005;5.0;centre;75105;75105;Paris 5e Arrondissement;57380.0;10853.1833131306;12762.6203488744;2047.51752995005;0.825181209903045;0.824367215166068;34650;0.852722588714883;0.022065761923038;0.061616505985879;3.43672949788336;5.6;
